FIFA World Cup 2026,#genre#
SKY Sport 7 NZ,https://iptv.852851.xyz/l/pxweNgMGV4lBDe6HBy87TIteeznJFUBkbqXHw5CdDinD3nLW556ttLWCl-tzICV6/index.m3u8
SKY Sport 5 NZ,https://iptv.852851.xyz/l/qVlTN62bg_AmbCP3h2tMlO3iPidepY79FpYfw-zj_LHO_hlaqIE7K0x-pi-QH1c0/index.m3u8
SKY Sport 4 NZ,https://iptv.852851.xyz/l/uCukqYLDa7HNZL5YY57hdSRYemc2_IZHI3rrCYDlh8iac0oVsSAOFjiTjGZDzj-L/index.m3u8
SKY Sport 3 NZ,https://iptv.852851.xyz/l/RW1r6V6dlkGLmmtbUwK56ieV9e4S5H54AfkJdN1-xjSsSksFZ93q-I_If-Mkgqm0/index.m3u8
SKY Sport 2 NZ,https://iptv.852851.xyz/l/1YupuhJxY4FyKL8fdHYJ1_jS7qAu7cNIt6Ku3CVIzIwIGnBJWsdC5jlru0uPwBl3/index.m3u8
SKY Sport 1 NZ,https://iptv.852851.xyz/l/4ijJro9lux_-cteZvSqVH0CdFIdKiWNAlPhNOlWe9XAu87tLQPTKY3kRiagTIRwS/index.m3u8
Fox Sports News AU,https://iptv.852851.xyz/l/5hVIW0XCrshdlO0i9SSiSB9I3FUraMLdyCmBuNB9jCIN3y-VcLAUtm26gcqQ3Ryt/index.m3u8
Sky Movies Premiere NZ,https://iptv.852851.xyz/l/kGXdlj3r2-Il4_jyVv9FbynH1zERXvtym6efAm_CaYCIInLQZ4LEzb8FjSDHZDp7/index.m3u8
Sky Movies Comedy NZ,https://iptv.852851.xyz/l/UkpTDXgklvrv4cRuBZDDpLhqymYkMQ-TkWHE-Xu3GdFd6N5sBuCaRkvCTpAC0a6n/index.m3u8
Sky Movies Action NZ,https://iptv.852851.xyz/l/xmcvCgIy8X9WR1NSgejrYJHhW5KY2BHdwCJiIK7d2yrV0qHMHTtqEaTYFsRKXn29/index.m3u8
Sky Movies Greats NZ,https://iptv.852851.xyz/l/1oIHVPZVlytr71CHPbZhG_kSj_m6B0tQ5LEhbN_8zElepWiw8RlzqZ5kz0WFOi1J/index.m3u8
Sky Movies Classics NZ,https://iptv.852851.xyz/l/FkpTQ8FOdiQWBLU0fhar8l0auUeyzpTOcKArHOax2lvzBwNJj4_I4MFk-JiEubUw/index.m3u8
Sky Movies Family NZ,https://iptv.852851.xyz/l/-fXd6_UWL0XcPhGovxipTTdchlkwLrQaat7CZQwpBPawpoZoSvV1M7dUUsssVOMF/index.m3u8
🇲🇾 马来西亚,#genre#
星河台,https://iptv.852851.xyz/l/_us07nLN2ykJuuHZug5wQnp9qVc9OS68yuZYJyTqqxiTkTBFwAOgJGYuvsO3VnYx/index.m3u8
beIN SPORTS 4,https://iptv.852851.xyz/l/ZGDZB24sQkjpEuuOoKcUtRkdIuZR4FaudjgJQqaK7GzIo_RBVcHWRwYkDLWf9JQW/index.m3u8
beIN SPORTS 3,https://iptv.852851.xyz/l/KSz3b_ew3tMztb3XiX-StFJTrN5LEVtdWeRWc6a48gTFQxiix6gRQIlsj-WBeQqr/index.m3u8
beIN SPORTS 2,https://iptv.852851.xyz/l/PLmgvldU8wJqiAzlvUKWlPD_Wdm4fvVuKZlS1YKeRb85aRUxCg7s9ZFuyT94E2_X/index.m3u8
TVB Jade,https://iptv.852851.xyz/l/3EJcH9bQyyVFglWSlt0FsoCeYnF9oVz4szgqySyy42ExHXl-a36mRDKDzwyl9pDv/index.m3u8
HBO Family,https://iptv.852851.xyz/l/R-32O3dJL1PPVt9bsAfVaCglBOdKlsTwrBzSp9PdwZkcHYg9a68QlHwxTE5p6zZ0/index.m3u8
HBO Hits,https://iptv.852851.xyz/l/NdoVweaf-zb86cwNF1-DS3unIla6ddG4cOQxiWcC4iE1uFstih3-TRzWO491KO4L/index.m3u8
HBO,https://iptv.852851.xyz/l/xzlGaQxFBc01RW7EyOqbEk4bnB-G9lYHrvv4NiKloWheycWP97GyE-9zLEH--0PR/index.m3u8
AOD,https://iptv.852851.xyz/l/jGNYlBK5qxU3C3jTmRjb2JkpU99HB8AxwOe3oHaGjEPByAmV9yLx0eRLdvdcuvSL/index.m3u8
Hua Hee Dai,https://iptv.852851.xyz/l/mxd6ZWNAdbDkcIJ2u3DdrOkvkuYZOJnmkynC6Uts_fxSr4nFUvwXKOJ3l5DLF1X0/index.m3u8
iQIYI,https://iptv.852851.xyz/l/htJivPB_jY61M4jcUQTpq-UXEiPPlY3i16g22Y8p6_5PI07uYDVJ0OoqYKQheWfi/index.m3u8
one,https://iptv.852851.xyz/l/oiKoM-eFedcMKZ_rKb8D9wnPZGRaT5YQSvbFN538TgRDeFiwDlC1DEfc4z0z4mmz/index.m3u8
🇹🇼 台湾频道,#genre#
愛爾達體育3台,https://iptv.852851.xyz/l/8h9T08kR7NY_h228sncKjOzIhPsdZUFhSrLZbkeNhCCMlF3185v3LD2BIs7EdPxW/index.m3u8
愛爾達體育2台,https://iptv.852851.xyz/l/p_J_htrPwviWzSaI8vP49IvK56ieucyC0Y23OrThqIWGHhCmE_BoNFT6IKOGUfp4/index.m3u8
愛爾達體育1台,https://iptv.852851.xyz/l/SLAJSGJiQb_HcJShQSGU58-WkwQyzhuiDygkJOd9iWCnGL9GIBDHpcU9cxoWCJdN/index.m3u8
纬来日本台,https://iptv.852851.xyz/l/W1r6kZSERljDjvAThxbTFnGRHD_yifUiDWrhGDMeRjv-Afn7QhJ34-_9mzkqW7IC/index.m3u8
纬来电影,https://iptv.852851.xyz/l/gUjseDJYx2lSZBltc0-eMDoNc_J27Mrd_TRCxXW0n4b5nhU0dA_3fKDYPKkGzrt_/index.m3u8
智林體育台,https://iptv.852851.xyz/l/nxZ9uYcGZE3xNpkwTcY3dZ3OBeUhkcxiZmIDThnSxwB_UJrSc2cwE5MtXRS30vQj/index.m3u8
博斯魅力台,https://iptv.852851.xyz/l/8RpCj8MZPFXVn3Mlu0eix7-wOtjCUSs2brVTzZvIcx6U4Oj1qLaLViNKv49-hDMe/index.m3u8
博斯網球台,https://iptv.852851.xyz/l/GEbjk7XcUg3ACcp8d6CYTcsnhDpWhmI446e__S4GF39Mlv2q6POr9Dm831Il_iKp/index.m3u8
博斯無限二台,https://iptv.852851.xyz/l/HJqMFZhzqpLBS2mJn6gEvyl4LZepr_8b4D-ot4O20465cH4FUB0DJaCcCcHQVIXp/index.m3u8
博斯無限台,https://iptv.852851.xyz/l/CR4ar1IysAfCD6G9VhWJYR3yWNUrCVnY3kppS4qEIj-xG7LjPU63v0TNpa1K9t-F/index.m3u8
博斯運動二台,https://iptv.852851.xyz/l/azXWMXbaydaXqfLlGk0zZo8qG3WnKdVunIMiRwsTJOZs4ldFnA7jXXXLuFzQ3JU_/index.m3u8
博斯運動一台,https://iptv.852851.xyz/l/-EitJTyLqC0M621dCs3VV99ho5SrKO9iUnqrb_pyFVvhrvwpa-n-9RcMGyWkmJ__/index.m3u8
博斯高球二台,https://iptv.852851.xyz/l/GRvufdr9F6D-OVevPw2ggwc4T1dbxWoO5GL_o3uHKyndfd8K8BPrjtRd7Dm6GPoM/index.m3u8
博斯高球台,https://iptv.852851.xyz/l/7dFEvr_RynoFkwJh_8V-iNli-7mgc5Mqm8Yu6U3EwUOmFKy88m9L1IObiw0s4LDO/index.m3u8
東森新聞台,https://iptv.852851.xyz/l/6pRozHdjbNzrcrd2PU8rTWKoyxxLGWQpl6lF-G0hpsE47zdR7HXn3eaCn5nq7D3R/index.m3u8
靖洋戲劇台,https://iptv.852851.xyz/l/v2UWje5pFGwTj9ulp-7cY21nVmChyfGSwF8oxHNe25tL8OGEwKiVCaIaHV6Cbk90/index.m3u8
靖天戲劇台,https://iptv.852851.xyz/l/Sxb7C4ZSsmqA6nI9TJFNy4PzijiPYA4fHNqj0Ji5Z7EJP-0fsrZtNI01Ag5d6ENx/index.m3u8
amc電影台,https://iptv.852851.xyz/l/w1SAa7-a6ZQ8RkFvstlAKWX9GqsfWED9-mAw10LLqoUfDXTsFMxDlLshq2Eu0By5/index.m3u8
靖天電影台,https://iptv.852851.xyz/l/K532S5jy6wFrNYoPXIlj8xWxuHplOZzf8_pJ8vIZRumyslLnJ50oIQle5qtORfdd/index.m3u8
靖天映畫,https://iptv.852851.xyz/l/13OiJpMgQxmOUrmwaeRmg-674wWlRIqeLiW6Uf19kAuGEUzDUcyM0A4USqHQ-YSO/index.m3u8
采昌影劇台,https://iptv.852851.xyz/l/hmxxi90M-4crA7rErLLkaN7Iw0vPZE4P4529pLvG0D0VLy9hBW-o4To83MvR6n3o/index.m3u8
ROCK Action,https://iptv.852851.xyz/l/2A-iUaGrAfzknph3KDwl6Qr0-6rxNg1PBySuMO1RpN1S9wlePn6MZK9Ob7BoRwZU/index.m3u8
金光布袋戲,https://iptv.852851.xyz/l/_lmnhL3ieP6r4vd-Cwtwq9NqP1ErdnUUQ1HWKVYWf4QfSSEbLE1A_clNaxyCfot3/index.m3u8
八大精彩台,https://iptv.852851.xyz/l/Gv2kES68FoRYfbt_GEZADfYLT2AXoQf1gHrYoGsCuhqc0TSUeEY6ncWIWWl5GCRU/index.m3u8
HITS頻道,https://iptv.852851.xyz/l/3bijR3bEhSBcI__CerijaDC6YoXjDc0cAlZ1Bpa9VeWEJ5fWXXuNQCi0RY_w9wxw/index.m3u8
亞洲旅遊台,https://iptv.852851.xyz/l/6FvRsC2N-0uHVODbiMplO2Gdh1OCA_tOZhJ7WsAok6rpiAF-k_0rRkvhjUZGVE9f/index.m3u8
東森財經新聞台,https://iptv.852851.xyz/l/Bo81AVOdLpNNerxyUhTZWBZhISsqO98jV-EGCua3mdIbSFkV1MspaapQM7Yg7cYb/index.m3u8
豬哥亮歌廳秀,https://iptv.852851.xyz/l/Ql3V7PiP4_bbFqR2J889lzzf7zYEyB90-zFnfsWX3-6DExLRyMHL_N3XFsp7hFRf/index.m3u8
民視綜藝台,https://iptv.852851.xyz/l/v2VRWCpfNNBdIyS_7_4zDxrJ0SLTbO6ckhN6a8uPw3csFLsI4YJAJT_k6tehul-H/index.m3u8
三立新聞iNEWS,https://iptv.852851.xyz/l/t70ncFJK0kw-v_vgNJ-dtDSLuLJwfiZnotR-V3vjDAmG-FZY-xslHo_CtSI5wj7I/index.m3u8
八大綜藝台,https://iptv.852851.xyz/l/UjDIaU-3AjCbc49ja2nJI0eK6x-c3XDj_ixCPGP0eK-4oVzKNmwsQe28R0SZ2P4K/index.m3u8
愛爾達寵物運動台,https://iptv.852851.xyz/l/x8IVUFokJbwv6cGjctyTv47D-ihRhVNHOmGUqWygtI2ofpWg_BMbsF091E3srqPK/index.m3u8
公視戲劇,https://iptv.852851.xyz/l/932OacPL5putEwh97omCHENreqD5-eQAwEh21iURLcI0poTZeo5in3esCkAeQ2sg/index.m3u8
民視影劇台,https://iptv.852851.xyz/l/Rx_6cG2z3WO7SUhCw5s4Nb2G2MZJp4d8qxmR-OQJdHqYsoksiyp6tyCrwzV0Kf4G/index.m3u8
民視旅遊台,https://iptv.852851.xyz/l/t9rZJ2vKmb5R7oF5IVITAhiZgwY6xmoro25JUZCHxQ8refb3LurUzg5Z-OzUWQ-O/index.m3u8
TVBS新聞,https://iptv.852851.xyz/l/cOAvCPFYepV_UhPqN02mDexydulI0VZBiVi2OrGP8dbpVSL18sR8wauTxhIesASR/index.m3u8
TVBS精采台,https://iptv.852851.xyz/l/iKbGlpoEMHzFdOdvLyNMpQ2ssgavt-UkJcd1TU1iiH5ZgOltfBU5cOPii-3li-7m/index.m3u8
TVBS歡樂台,https://iptv.852851.xyz/l/h-PYKQWjs2L1ClnkLFzX1uiYR74Kl_v9r7UVLHswxJ3mVsdh_YTybzK81oZx821w/index.m3u8
TVBS,https://iptv.852851.xyz/l/5_-gB0pyWi0Fn5NAndiAQSWhNRxPwYNdelvhirmOrN7C3L2c8IGlV5QAk_amllcL/index.m3u8
寰宇新聞台灣台,https://iptv.852851.xyz/l/VMD4U1f1wogxMe8norF4R9CBhnt81mPFDmEJRUvguIn_6JG7qwntRmD1Aa3N-VRv/index.m3u8
寰宇新聞台,https://iptv.852851.xyz/l/hmIMTTNk5M_8wqsLzA0DYv-fB0TGltF8fN0sAecVvbMdPSTiJoj2pI4PYHFPCwIz/index.m3u8
中天新聞台,https://iptv.852851.xyz/l/uyZrsduelyMqOE7OQull9QKI9qoC0k0lsE3THRRM7tmam_Dyc531mTZVQsKQqyyW/index.m3u8
中視新聞,https://iptv.852851.xyz/l/7_PCLAGNNLyGygnDqRSXFSlUyTnddPk4Whpi0phwULNi0y0PtCNZXGCDrG2DJiyz/index.m3u8
民視新聞台,https://iptv.852851.xyz/l/is72Ti7HKW5EIcUZFxmk04R14eEJdcgBeZdXJ_kRixyvgIZWn7pZNuODKmr9Uw6F/index.m3u8
華視新聞,https://iptv.852851.xyz/l/DxIpX3Welm6WZX8y_Kqz7hGgZme-Ps5mm2Gb07PKdws8mlsa7sgrxJ9L8FBLs-N9/index.m3u8
華視,https://iptv.852851.xyz/l/k4S_7x4ULmz6iZMjEwTEHBUxajueGwx8GGX7lUbR-jWb3dHqigQN29NgLyy8nhnA/index.m3u8
中視,https://iptv.852851.xyz/l/DP791GMIWCQWClYgpvlD6zbZWwuNDg558kQeoRHDh_aR1uUKm8ZU3xEZRaMacznv/index.m3u8
民視,https://iptv.852851.xyz/l/UXfAzgqXzdYyBJQwgfZ8P8JQYIVcj2Nh-Vq9BSnal5CFjWIlDmVEMlAtY4cWC7Hw/index.m3u8
民視台灣台,https://iptv.852851.xyz/l/RRuJDQkGUhNvdJ8-Zi2PZdqfa9Brf0uj1hazr2ShIZLjkj6ImjE5NUfYLdX94oOK/index.m3u8
民視第一台,https://iptv.852851.xyz/l/qLN0y9py03qg8NO1nTPDCpQTMoLvrbJU4GFA6YwwzVXO-JpPW0nEFL_3p1q6rpYA/index.m3u8
🏀 NBA专区,#genre#
PT: NBA TV,https://iptv.852851.xyz/l/qgAE3BOBppsxY9jaLqGdf538EXW916sZTnKVU1pah2Jx2gFgL-nPz9Ds_rAhBdV1/index.m3u8
CA: NBA TV Canada,https://iptv.852851.xyz/l/HAjRJQNXU7Vymtjy0JnmFtQ5x7uT2MI1HVzPzqNTyBzyovN-cIzlAT7GwIQWZ0QX/index.m3u8
CA: NBA TV,https://iptv.852851.xyz/l/exHdGr9S-EDnVl1ozkO3WB7HoQMVj3NQSwxPgHl9j7BKLtt_abEfj5bxTCIOdyxb/index.m3u8
AR: BEIN SPORTS NBA,https://iptv.852851.xyz/l/3LD7R0B5Y2ZEEq8-C4cmktkM18Ey2DuLSbH-IZB1Ta8cgKFL1FMC-ck56jV2vJFd/index.m3u8
USA: NBA,https://iptv.852851.xyz/l/a6AHi_0VT4NNjQ4ndx2cgWBdCVRYkh4EnaVOwPWg-XTrY-Bu8B3khPOnrn9fUaP1/index.m3u8
USA: NBA TV,https://iptv.852851.xyz/l/3kdhATh6a6NBERdfnPkt9U0Nqh0u8ys0hdAXLTb-Wh9PV6q3JR2KXX9YYkf7O_mG/index.m3u8
USA: NBA WASHINGTON WIZARDS,https://iptv.852851.xyz/l/dIn8fwsd3Ak7YoFRM_MyqJO2N50ACobxnNAwJlC9PjTFgnHz9_gxqW9mS2ReoCQl/index.m3u8
USA: NBA UTAH JAZZ,https://iptv.852851.xyz/l/xYMXMXl8EpTmttO_3Diq6ERkK-dYnXwM9FprZdV5_zFRIzm9Xu_TMsqB97HM4X0l/index.m3u8
USA: NBA TORONTO RAPTORS,https://iptv.852851.xyz/l/PFaeO_ZSsdexLgIMYB-wqr-Yciei3RotTlj0GFgNjqTDLROrqCde-KXEtX8psKsd/index.m3u8
USA: NBA SACRAMENTO KINGS,https://iptv.852851.xyz/l/b1w4ErW5GSRFQyiAY4QpB9rNr9xFMdD23R7biYTL8s6UVpGHsXS4vXJxkNXd_a6l/index.m3u8
USA: NBA PORTLAND TRAIL BLAZERS,https://iptv.852851.xyz/l/ztCRPo79ha0opcTC0X3OvctHvXi7AW9IVCa1guXFgXco0Mws0nyYNpyDXxer297c/index.m3u8
USA: NBA PHOENIX SUNS,https://iptv.852851.xyz/l/K5i4ZG0JQwLXu7aGAKzelakKxFF1c7Zwl41BYBOkm90Bvz5lYoO0q82BEEafCYvm/index.m3u8
USA: NBA PHILADELPHIA 76ERS,https://iptv.852851.xyz/l/ZeEeqLe_WQQEy4HQmBYy48Ya0n1qNzPDksIBO7cSe8nw2hRDDXY2zjN4q-qRr32i/index.m3u8
USA: NBA ORLANDO MAGIC,https://iptv.852851.xyz/l/DoN9PMXztt_x8c7B7eNUDF7QqPi5U6irJa9eW5wjaOPxzn-Eox-S0YiYKTCQkoxF/index.m3u8
USA: NBA OKLAHOMA CITY THUNDER,https://iptv.852851.xyz/l/3k-9hnE5dMuneui5QUxyQbshrg6P23q0I-s_gP1I7MpKkPr93cHqaaOrxLF_fyMX/index.m3u8
USA: NBA NEW YORK KNICKS,https://iptv.852851.xyz/l/ToUNRSIABXGn2L3nJL0eGL22LzHe5T5PrygixJpVkIs0Dfa1ZiY54mb1jgGbzDKW/index.m3u8
USA: NBA NEW ORLEANS PELICANS,https://iptv.852851.xyz/l/H6U5ugv5yz6KsVsZRtASPko8g_H6K8Zd3im4swEvT_yB1q10dNy8WAp3n_6Vc-Fv/index.m3u8
USA: NBA MINNESOTA TIMBERWOLVES,https://iptv.852851.xyz/l/tV946O_otnBDoXdLMZy7__XVuYhe3e6FqTImETYWkOnk5JeFVs53mkR2PKc3suPZ/index.m3u8
USA: NBA MILWAUKEE BUCKS,https://iptv.852851.xyz/l/uQ4eXxI_drr1eblZ3AQlF_9N8sF9LjuNBtgFz3bCqBItnkQAx8PY1P_YzK4WtOZ2/index.m3u8
USA: NBA MIAMI HEAT,https://iptv.852851.xyz/l/esBRIHZNSxpTbKpkKiQJoxi2fvNWcljXCy1yirFlVp0lhcbI2j-8DOJmcFZecxlU/index.m3u8
USA: NBA MEMPHIS GRIZZLIES,https://iptv.852851.xyz/l/hAEk_NTsqLO0O71fqVwuz4IULkUpQfj9AtflRnRik8Uhw5pawNMOkASQmCCMoB8u/index.m3u8
USA: NBA LOS ANGELES LAKERS,https://iptv.852851.xyz/l/3Bg4zgssR-bHml-rjVpbSvivuekWWrq2pSmLt5Vk6qKhHu6-0RPC15fkz7YC7UNq/index.m3u8
USA: NBA LOS ANGELES CLIPPERS,https://iptv.852851.xyz/l/rJS3tVkaofWuQVaxPnpF9qaOWbkJJSE66l4pn2C2kY8ESOIjComB967IsYLtq7JZ/index.m3u8
USA: NBA INDIANA PACERS,https://iptv.852851.xyz/l/k5Bqxf2HLEoa6yjN_UeDdColiqE--ged8z4zmB_jUeEY2IZr8QTT5iycmRNj_B-5/index.m3u8
USA: NBA HOUSTON ROCKETS,https://iptv.852851.xyz/l/kd45I-RxXXm56H49rQz10HLJq0KMatzd_EE8HjJjFdePNtLGwv0vAGBDX-QWtPmU/index.m3u8
USA: NBA GOLDEN STATE WARRIORS,https://iptv.852851.xyz/l/S1nqK6haV7SArFzv9Pif6A8FS9Q0qQYac77fsCb7q5Dw78VEpZrL_GcHbkRPqvY5/index.m3u8
USA: NBA DETROIT PISTONS,https://iptv.852851.xyz/l/zn7v6myZZ2vw7XBj3WLhPWuWebH7ccqAeNnwrL12W5RAB1n0Jv16QPDlycwTJKnZ/index.m3u8
USA: NBA DENVER NUGGETS,https://iptv.852851.xyz/l/0pduFDjT415762-8yq_7DrDhSrDjVKdaEUIO6k6r06AllxTffV7VZJ_5gxWMpne4/index.m3u8
USA: NBA DALLAS MAVERICKS,https://iptv.852851.xyz/l/NkAeS3VGQ82HfAxh-4Rsl3uGj3V-XNjC9xcFwhfS1iTPemEZ8u_s-hYxfnmyXCam/index.m3u8
USA: NBA CLEVELAND CAVALIERS,https://iptv.852851.xyz/l/UNAyF1P-84l9UdDeWeKVdlE1IohTu-0j-lFxFIxwjaKpFQ7KlNkUhbtOip8gadKP/index.m3u8
USA: NBA CHICAGO BULLS,https://iptv.852851.xyz/l/pDTTcHuBzuRL9hoxE7hle6y3XjeCNLNvikRgBE8E1iE-S5ahLtD9I_a0lNSXb7jm/index.m3u8
USA: NBA CHARLOTTE HORNETS,https://iptv.852851.xyz/l/sCzCw1oyAtsYv-zlRV6FaWckAf0Ct6qFQjeK8lzUpMQeK3V8p7P1JvPxjc2RXBEn/index.m3u8
USA: NBA BROOKLYN NETS,https://iptv.852851.xyz/l/f1zENTWbCSh8h3dq0kKZIFf1SZ5nymcwC5vmNSPt9Pkd2xLJPDKk6ZDSIlr2RO56/index.m3u8
USA: NBA BOSTON CELTICS,https://iptv.852851.xyz/l/NhWITFZrv2t4eV5QakI1QwZLCZyNJFJ7O5aWldt-u23DAhrjuFlGi-A9_NwHVB_O/index.m3u8
USA: NBA ATLANTA HAWKS,https://iptv.852851.xyz/l/mlM669c9qO0nCHRj_0H1PAD8gsuKpwfCSUS13vGLgXahv6nRrODE06j19KOSOO1H/index.m3u8
USA: NBA 45,https://iptv.852851.xyz/l/xPMLkQIxIpc9m6BVj653Ev9MDeWpU79JKF6cPwDatsiJoeaIKBXPIssRuexxSxg8/index.m3u8
USA: NBA 44,https://iptv.852851.xyz/l/8z-TpoGyitRgXXXAa9R7U1uO68kEr2mfUzLx9ZpWc2ubJvy2BrxccVFyyjeC7wSQ/index.m3u8
USA: NBA 43,https://iptv.852851.xyz/l/C0pgeuYR7RQg3QmWKZFicQqJGLNPZrAyAoPeG5fxCqWbtMAsxNxnUElTgxlx3dXG/index.m3u8
USA: NBA 42,https://iptv.852851.xyz/l/92-M9zxJxkx0cBMqsPg7KCru7Iynkp4O_tpgUI9j-CdhzcmimFEZJktfULPkpcAt/index.m3u8
USA: NBA 41,https://iptv.852851.xyz/l/dLi3J4V5gtGQD0MzEXljc2VO2rzj9Hpq_Y-dkKEqKiRUSjUs8s_3yiRvSe5YVMdX/index.m3u8
USA: NBA 40,https://iptv.852851.xyz/l/1dROrrwFXjoc8_bsd2vsxyjXS8xzaVRDo9SHIqpMPYReP1kxOFbt175tKSWVCr3E/index.m3u8
USA: NBA 39,https://iptv.852851.xyz/l/oWdZypsYwOLZ3VhhsAgrh7wtBmt0TzNScJEj18zdJxFWlt1D7eEBFVeuQAVaTyDS/index.m3u8
USA: NBA 38,https://iptv.852851.xyz/l/UFqxtTchpwloobx4kVb-1DuSf2Np4uzBXtPdHz0JYNvud8qI7XchnJwnjtUhT3Iu/index.m3u8
USA: NBA 36,https://iptv.852851.xyz/l/nRYWuPCyWrwx6Ai-RNxdoi1IIRIGigNG51A3kT5bXnxPYXGlzKu38nAdgMMD8T_R/index.m3u8
USA: NBA 35,https://iptv.852851.xyz/l/rLUxMH6_ozu0ZCoSfEN1LB8jOBZc3bBkzKGAXoEb07hASId1id6HDnl45HtKwJ2K/index.m3u8
USA: NBA 34,https://iptv.852851.xyz/l/1GLHaklwE1rbhumja49qqP_HKQB8ixEDUlc8NqzbXoO-tlhFReBJuWzzsrTvn0E5/index.m3u8
USA: NBA 33,https://iptv.852851.xyz/l/KGmzjRelcerZoNVUMBcsvRXpSdHroxpPT86dwuNudOVhL3uVONzcd_oN-cgbAKt0/index.m3u8
USA: NBA 30,https://iptv.852851.xyz/l/tCTd1SHEVja-hujoRA09q_Usbp-mPTolv0PtjFh-x4iYwDkneYqAmQSJ_z54DEx-/index.m3u8
USA: NBA 29,https://iptv.852851.xyz/l/_QXayiBb22t3-CAHGW2qrbud78B2u8akDkxGzKLNPlMWRJSQcE2VDG28Fpk8dQqD/index.m3u8
USA: NBA 28,https://iptv.852851.xyz/l/g_7b9B2Yz32VM91c3lf-H17XbKsAWKkblpt_PSEdrmkSg4yngoWZk53f6_s-J6wk/index.m3u8
USA: NBA 27,https://iptv.852851.xyz/l/UFKgnNeSzqfe2TUpTd9O6sFwD6TFzyoU-5gkj3Tvhs_krEX1K1vGWmd8UVp9Le_B/index.m3u8
USA: NBA 26,https://iptv.852851.xyz/l/rNSPjMfaHHe7RocH1hrCajdD1fqXSIaLjX2JtCKPwN84GfVektVeAZ8YQoluhkjG/index.m3u8
USA: NBA 25,https://iptv.852851.xyz/l/VZ55__uqxjjBMX60weXbQjjHdZKawfcnrtqTh0UM9ZxL2EPkntljRLSw1EvCVDCG/index.m3u8
USA: NBA 24,https://iptv.852851.xyz/l/1KJiZbz3bGCebtEeIjFu8Gve1CLaHPkp6BX2tYJyxXQwhJEOd78bIFDG9L7CtDqC/index.m3u8
USA: NBA 23,https://iptv.852851.xyz/l/IzRb0IFi7-pH8WL_WZhV0ADFnFrRAcaKYk-Ogai0mZ2SW3qrpzgqFeRrzf9GH18L/index.m3u8
USA: NBA 22,https://iptv.852851.xyz/l/D8MMvBcFt5EHsdGFbcJusMozRFFMmBlJ4SrQor_ACvVxY5lNXFV9RKCEswqNHeEt/index.m3u8
USA: NBA 21,https://iptv.852851.xyz/l/cLjPdEP2fBAthiPFY0Fd8G_LdIs5R65s_gy-Z6FdQ7ZfO1hu6KqdIUlTWeuBwGnd/index.m3u8
USA: NBA 20,https://iptv.852851.xyz/l/yBA4Em1aNb0avGycV28u3XjRcCiRVUX4JnmEGzMqA-t-JDxgX4ewvJam0yEbt3IH/index.m3u8
USA: NBA 19,https://iptv.852851.xyz/l/cKQteGo4aF2GQKPoPfOCulkh9MOb3vXZnbK-66Qx--47jJv_ZhcGK1-6uoszIqhi/index.m3u8
USA: NBA 18,https://iptv.852851.xyz/l/Uzwb7m6IvmRn506Oims8F5MHlL6vtQohisGlgXIsPbzjwqlLOpWixxjO-s006dg1/index.m3u8
USA: NBA 17,https://iptv.852851.xyz/l/t9keB5Zad3sdLIsSAxDN3a3MhplCToRJEyvQiB8sIUq7Rds10asPtdbt9tZT65hi/index.m3u8
USA: NBA 16,https://iptv.852851.xyz/l/KUtP-WigKBCaaNCkb1YEgRUF2t8ZFyexXgxvYAZo9E3e8CBoPLj5fXbvHFUarhKd/index.m3u8
USA: NBA 14,https://iptv.852851.xyz/l/IiW-kn8d5SBu9VDifxforzpZqzXWPWPjeSWvIwFalRvHrwZFWpyZs2WxGR2AQm18/index.m3u8
USA: NBA 13,https://iptv.852851.xyz/l/DmlOsIHGEmXy4zyZDhBbbRAXNrfSi9B7Gl_Njhx3uuZKPM9_qLXruA4S-US7AzEJ/index.m3u8
USA: NBA 12,https://iptv.852851.xyz/l/Qx7Y_ngD9H_A8x4It1zyChJ497PDT0U_BmcpURczlvOZU8KpnCkyC2jPKiIVLeEI/index.m3u8
USA: NBA 11,https://iptv.852851.xyz/l/_nrz9INPLVoiDCpVB_0lYpuYCAlvU1bO4PIK6Y8JrvrnoeXXir88M0EooAJ0zc5z/index.m3u8
USA: NBA 10,https://iptv.852851.xyz/l/K9Xe3J3_CgaEO3Qjq5CpbTJcMkrN3WsOYiui8815pLDKbtDWV7FYRtna_xu_Kkh3/index.m3u8
USA: NBA 08,https://iptv.852851.xyz/l/EmA1neqZ3W70ba5kEwnmrWPDkQ2hGnnU44Em58laHyqZ32aigOEfuOQ0JwHS_JdN/index.m3u8
USA: NBA 02,https://iptv.852851.xyz/l/UtyPD3-evaUF6fFg8MYpntSeM-0iAbP2k0T-4KatuoWLb0_1W0jP_WMT9PBZkgLW/index.m3u8
USA: NBA 01,https://iptv.852851.xyz/l/azZBrwL_aR-k0IQgz59MgFPbN0wmqwxslBs1lSjwIQK0U6GpE7lLT9xwCKAHKuij/index.m3u8
🇭🇰 香港频道,#genre#
Now爆谷星影台,https://iptv.852851.xyz/l/3o5_dSLqCFUJs8rG8ftcI2TbDjuPt7veEdWHKiZiBU2Ut83UbKEN3e4Za486Gsv7/index.m3u8
