•咪咕频道,#genre#
NOW新闻台,http://hls.168.us.kg/u/332/master.m3u8
NOW新闻台,http://67.220.71.199:2347/livehttpplay?channel_id=20041
NOW新闻台,http://47.242.63.189/livehttpplay?channel_id=20041
凤凰中文,https://cdn.qd.je/163189/fhzw
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv
凤凰资讯,https://cdn.qd.je/163189/fhzx
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://221.7.175.154:85/tsfile/live/1021_1.m3u8?key=txiptv
凤凰香港,https://cdn.qd.je/163189/fhhk
翡翠台,https://cdn.qd.je/163189/fct4k
翡翠台,https://cdn.qd.je/163189/fct2
翡翠台,https://cdn.qd.je/163189/fctvtt


台湾频道,#genre#
中天新闻,rtmp://47.238.2.198/live/888ztxw
中天新闻,http://111.0.115.129:8081/live/222ztxw.m3u8
中天新闻,http://safe.shanghairta.com:8081/live/555ztxw.m3u8
中天新闻,http://hsjky.com.cn:8081/live/111ztxw.m3u8
镜新闻台,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/81c30c93-82df-49c9-975c-61a17204cbba/1.m3u8
TVBS新闻,http://jnzq.ohoyee.com:9080/live/332332-tvbsxw.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/332332-hyxw.m3u8
民視新聞,http://211.72.174.95:8117/0.ts
台视新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
原視,https://hc9lby9bzw8zcar.wcetv.com/hls/titv.m3u8
中視,http://211.72.174.95:8113/0.ts
華視,http://211.72.174.95:8114/0.ts
公視,http://211.72.174.95:8116/0.ts
民視,http://211.72.174.95:8115/0.ts
台視,http://211.72.174.95:8112/0.ts
東森新聞,http://211.72.174.95:8138/0.ts
民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
tvbs,http://61.221.215.25:8800/hls/9/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育,rtmp://f13h.mine.nu/sat/tv741
momo'tv,rtmp://f13h.mine.nu/sat/tv761


•广东频道,#genre#,DE=3
广东卫视高清,http://120.87.19.109:80/PLTV/88888973/224/3221225770/10000100000000060000000000337082_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xmdVsOJ5vPz+PW+osJJWsyAWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东珠江高清,http://120.87.19.109:80/PLTV/88888973/224/3221226219/10000100000000060000000001339127_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x+CS96WyrUxGNCtCCya4wzgWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东珠江高清,http://120.87.19.109:80/PLTV/88888973/224/3221226220/10000100000000060000000001339130_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x1QloRSpR2tmk4KRoCuDmyQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东体育高清,http://120.87.19.109:80/PLTV/88888973/224/3221225750/10000100000000060000000000334588_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xxwqT5CsuIcla/KR82wV4KQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东新闻高清,http://120.87.19.109:80/PLTV/88888973/224/3221226655/10000100000000060000000002048492_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xB0xoYt5pz45xkfYvfDE3rwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东民生高清,http://120.87.19.109:80/PLTV/88888973/224/3221226660/10000100000000060000000002048488_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xS6R0N8Xi13xk2HtVd54LmAWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东经济科教高清,http://120.87.19.109:80/PLTV/88888973/224/3221225752/10000100000000060000000000334591_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xcGM7RQD7j1W6DvGC0EEQngWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
大湾区卫视高清,http://120.87.19.109:80/PLTV/88888973/224/3221226652/10000100000000060000000002048490_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xMHW1tjwnl0hJmHSj2CHsoQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东影视高清,http://120.87.19.109:80/PLTV/88888973/224/3221226658/10000100000000060000000002070277_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xGHmzTU27SCJZuHDcRXMrfwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东少儿高清,http://120.87.19.109:80/PLTV/88888973/224/3221226666/10000100000000060000000002048491_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xXqlf5E/eFhCs5YS6r02m6AWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
嘉佳卡通高清,http://120.87.19.109:80/PLTV/88888973/224/3221226663/10000100000000060000000002048489_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xPnp1olV2OTiF3IkQRu01qgWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
岭南戏曲高清,http://120.87.19.109:80/PLTV/88888973/224/3221226678/10000100000000060000000002086628_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xUQkHaoWNm+LvsLZFKUiXBwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
佛山综合,http://120.87.19.109:80/PLTV/88888973/224/3221226668/10000100000000060000000002162264_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xhmE6pZfEV4YPwVKb17C5HQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
佛山城市生活,http://120.87.19.109:80/PLTV/88888973/224/3221226674/10000100000000060000000002162257_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xR4Hgn6H7YTzGhQnkp+jIuAWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
顺德频道,http://120.87.19.109:80/PLTV/88888973/224/3221226671/10000100000000060000000002162262_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x3ln3Y+VpW9CBwil/8c5p1wWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
南海频道,http://120.87.19.109:80/PLTV/88888973/224/3221226687/10000100000000060000000002162261_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xJ21SRMCn8pjhXp4fHukMzAWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
南海频道,http://120.87.19.109:80/PLTV/88888973/224/3221226677/10000100000000060000000002331997_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xjSh3WlL7nEScMtckLUAiWwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
中山综合,http://120.87.19.109:80/PLTV/88888973/224/3221226358/10000100000000060000000001483642_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xghbfSvuOBNxo+cbfbI6ZkwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
河源生活,http://120.87.19.109:80/PLTV/88888973/224/3221226605/10000100000000060000000001565708_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xrakgNzbBuZb9vE9HF2GwxwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东4K超高清,http://120.87.19.109:80/PLTV/88888973/224/3221226174/10000100000000060000000001154677_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x4UkbXKcapLOgFYJqWYNSGwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601
广东卫视4K超高清,http://120.87.19.109:80/PLTV/88888973/224/3221226699/371163697.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=BAu/5zTaVrkoGICQ1wEADqMjYPEYXfbq2K4J1dawqo/m9ZdRmhvNMrOvsUD5pWqRN1tthQ66pBQpydKlEh9MxQ0BBxWMug8wEMJJkioKXVWTPfznWbMXUWJ+TPvJfJCC,END&tenantId=8601
深圳卫视4K超高清,http://120.87.19.109:80/PLTV/88888973/224/3221226683/371164180.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=BAu/5zTaVrkoGICQ1wEADu6V6NhLgGOptRgdVhrCQe7m9ZdRmhvNMrOvsUD5pWqRagl35Cq2uM1J4ThcF3xx0gH/EWyiXZ+X9W27D2TV7vWTPfznWbMXUWJ+TPvJfJCC,END&tenantId=8601
湖南卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226686/371266843.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF4AclWfix7PWG49A8ZruedFGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266842%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266843%2CEND&GuardEncType=2
浙江卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226717/371266855.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF96lAdHt7wSuHMZWesBR20hGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266854%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266855%2CEND&GuardEncType=2
江苏卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226714/371266888.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF9VlHXqKSARWKoBip%2F%2FsPYdGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266887%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266888%2CEND&GuardEncType=2
东方卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226691/371266902.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIFx2M0aMyK6zMum3gWrB81NpGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266901%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266902%2CEND&GuardEncType=2
四川卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226689/371266867.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF%2F12%2BzV%2FNqzIIOihgu6DSEJGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266866%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266867%2CEND&GuardEncType=2
山东卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226694/371266914.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF6Yfz6vhWACWrMi2nukP%2Fk9GAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371266913%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371266914%2CEND&GuardEncType=2
广东卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226702/371164168.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIF0b4KWe%2FIRdbiEb8SokWJtVGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371164167%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371164168%2CEND&GuardEncType=2
深圳卫视4k,http://120.87.19.109:80/PLTV/88888973/224/3221226683/371164180.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIFy%2B%2FkIAavci9z%2FLJPqxg7dZGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371164179%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371164180%2CEND&GuardEncType=2
北京卫视4K,http://120.87.19.109:80/PLTV/88888973/224/3221226685/371059429.smil/01.m3u8?fmt=ts2hls,1,01.m3u8&rrsip=120.87.4.103:80&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=ZErBHdoicx6KA8k34VvsyxmZWqqhmoqWnjwSzvmAgjq8m6DMrBjwBDjtfkmBgyvoi2n%2FkYZZroy5c4pnOUwIFwjPONabwq4Db4vofET%2FLZdGAMCQWKP%2FVYv0YgXiGkmJ%3A20260214223934%2C10500001346793%2C27.45.45.191%2C20260214223934%2Curn%3AHuawei%3AliveTV%3AXTV371059428%2C10001000211336%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C371059429%2CEND&GuardEncType=2
广东珠江,http://8.138.7.223/tv/gdzj.m3u8
大湾区卫视,http://8.138.7.223/tv/dwq.m3u8
广东珠江,https://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8
广东经济,https://jsv-live-play.sfccn.com/live/jsv_3920_fhd.m3u8
大湾区卫视,http://go.bkpcp.top/mg/dwqws
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
东莞新闻综合,http://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,http://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
广州综合,https://cdn.qd.je/163189/gzzh
广州新闻,https://cdn.qd.je/163189/gzxw
广州南国都市,https://cdn.qd.je/163189/ngds
五星体育,https://cdn.qd.je/163189/wxty
重温经典,https://cdn.qd.je/163189/cwjd
广东珠江,https://cdn.qd.je/163189/gdzj
广东体育,https://cdn.qd.je/163189/gdty
广州综合,https://cdn.qd.je/163189/gzzh
广州新闻,https://cdn.qd.je/163189/gzxw
广州南国都市,https://cdn.qd.je/163189/ngds


4K频道,#genre#
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视4K,http://go.bkpcp.top/mg/dfws
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视4K,http://go.bkpcp.top/mg/zjws
湖南卫视4K,http://go.bkpcp.top/mg/hunws
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
苏州修复4K,http://106.53.99.30/tv/api.php?id=sztv4k
河北电视4K,http://106.53.99.30/tv/api.php?id=hebtv4k
广州南国都市4K,http://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f56e90&tk=922ba46651d3
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
咪咕体育1,http://home.kuaidi521.com:35455/itv/3000000010000005180.m3u8
咪咕国际4K,http://home.kuaidi521.com:35455/itv/3000000010000015686.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
北京IPTV4K,http://home.kuaidi521.com:35455/bptv/3221226550.m3u8
CCTV 4K,http://fn.tmde.top:35455/nptv/cctv4k.m3u8
CCTV 8K,http://fn.tmde.top:35455/nptv/cctv8k.m3u8
CCTV 4K,http://xc.mfykeke.top:35455/nptv/cctv4k.m3u8
CCTV 8K,http://xc.mfykeke.top:35455/nptv/cctv8k.m3u8
北京卫视4K,http://43.251.226.89:8080/play/918.m3u8
深圳卫视4K,http://43.251.226.89:8080/play/919.m3u8
湖南卫视4K,http://43.251.226.89:8080/play/920.m3u8
湖南卫视4K,http://43.251.226.89:8080/play/921.m3u8
浙江卫视4K,http://43.251.226.89:8080/play/922.m3u8
浙江卫视4K,http://43.251.226.89:8080/play/923.m3u8
江苏卫视4K,http://43.251.226.89:8080/play/924.m3u8
江苏卫视4K,http://43.251.226.89:8080/play/925.m3u8
东方卫视4K,http://43.251.226.89:8080/play/926.m3u8
苏州4K,http://43.251.226.89:8080/play/927.m3u8
河北4K,http://43.251.226.89:8080/play/928.m3u8
深圳卫视4K,https://livepull-tcms.sztv.com.cn:443/live/sz4Kpgm.m3u8
深圳卫视4K,http://8.138.7.223/tv/gd.php?id=0201
深圳卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.1.14:5146
深圳卫视4K,http://27.184.29.189:4022/rtp/239.254.201.68:6000
广东卫视4K,http://vvip.lqcc.xyz:8092/stream/channelid/1248069700?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Love Nature 4K,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1761&tk=f6cc1e0a0e1a
Loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Loupe 4K,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4726&tk=f6cc1e0a0e1a
Fashion 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
Fashion 4K,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9831&tk=f6cc1e0a0e1a

•游戏「赛事」,#genre#
「B站」热门赛事,https://cdn-3.ttvb.eu.org/bilibili/10
「B站」CS 2,https://cdn-3.ttvb.eu.org/bilibili/21622811
「虎牙」CS 2,https://cdn-3.ttvb.eu.org/huya/483917
「B站」英雄联盟,https://cdn-3.ttvb.eu.org/bilibili/6
「虎牙」英雄联盟 𝟙,https://cdn-3.ttvb.eu.org/huya/660000
「虎牙」英雄联盟 𝟚,https://cdn-3.ttvb.eu.org/huya/660001
「斗鱼」英雄联盟 𝟙,https://cdn-3.ttvb.eu.org/douyu/288016
「斗鱼」英雄联盟 𝟚,https://cdn-3.ttvb.eu.org/douyu/424559
「B站」英雄联盟•手游,https://cdn-3.ttvb.eu.org/bilibili/23138275
「B站」王者荣耀 𝟙,https://cdn-3.ttvb.eu.org/bilibili/55
「B站」王者荣耀 𝟚,https://cdn-3.ttvb.eu.org/bilibili/21654762
「虎牙」王者荣耀 𝟙,https://cdn-3.ttvb.eu.org/huya/660002
「虎牙」王者荣耀 𝟚,https://cdn-3.ttvb.eu.org/huya/660164
「斗鱼」王者荣耀 𝟙,https://cdn-3.ttvb.eu.org/douyu/1863767
「斗鱼」王者荣耀 𝟚,https://cdn-3.ttvb.eu.org/douyu/1984839
「B站」绝地求生,https://cdn-3.ttvb.eu.org/bilibili/98
「虎牙」绝地求生 𝟙,https://cdn-3.ttvb.eu.org/huya/660004
「虎牙」绝地求生 𝟚,https://cdn-3.ttvb.eu.org/huya/660005
「斗鱼」绝地求生,https://cdn-3.ttvb.eu.org/douyu/100
「斗鱼」绝地地图,https://cdn-3.ttvb.eu.org/douyu/5818871
「虎牙」和平精英,https://cdn-3.ttvb.eu.org/huya/660006
「斗鱼」和平精英,https://cdn-3.ttvb.eu.org/douyu/999
「虎牙」金铲铲之战,https://cdn-3.ttvb.eu.org/huya/660579
「斗鱼」金铲铲之战,https://cdn-3.ttvb.eu.org/douyu/9715241
「虎牙」DOTA2,https://cdn-3.ttvb.eu.org/huya/660118
「斗鱼」DOTA2,https://cdn-3.ttvb.eu.org/douyu/3811559
「斗鱼」云顶之弈,https://cdn-3.ttvb.eu.org/douyu/522423
「虎牙」永劫无间,https://cdn-3.ttvb.eu.org/huya/660115
「斗鱼」永劫无间,https://cdn-3.ttvb.eu.org/huya/9662891
「B站」使命召唤•手游,https://cdn-3.ttvb.eu.org/bilibili/22741849
「虎牙」使命召唤•手游,https://cdn-3.ttvb.eu.org/huya/11718629
「斗鱼」使命召唤•手游,https://cdn-3.ttvb.eu.org/douyu/9223245
「虎牙」穿越火线,https://cdn-3.ttvb.eu.org/huya/660101
「斗鱼」穿越火线 𝟙,https://cdn-3.ttvb.eu.org/douyu/605964
「斗鱼」穿越火线 𝟚,https://cdn-3.ttvb.eu.org/douyu/5388537
「虎牙」穿越火线•手游,https://cdn-3.ttvb.eu.org/huya/660102
「B站」第五人格,https://cdn-3.ttvb.eu.org/bilibili/5555
「虎牙」第五人格,https://cdn-3.ttvb.eu.org/huya/idvesports
「斗鱼」第五人格,https://cdn-3.ttvb.eu.org/douyu/3226194
「虎牙」逆战,https://cdn-3.ttvb.eu.org/huya/nsl2021
「B站」无畏契约,https://cdn-3.ttvb.eu.org/bilibili/22908869
「虎牙」无畏契约,https://cdn-3.ttvb.eu.org/huya/660679
